# JMH version: 1.35
# VM version: JDK 17.0.5, OpenJDK 64-Bit Server VM, 17.0.5+0
# VM invoker: /opt/homebrew/Cellar/openjdk@17/17.0.5/libexec/openjdk.jdk/Contents/Home/bin/java
# VM options: -Xms256M -Xmx256M -Xms1G -Xmx1G -XX:+UseG1GC
# Blackhole mode: compiler (auto-detected, use -Djmh.blackhole.autoDetect=false to disable)
# Warmup: 10 iterations, 10 s each
# Measurement: 3 iterations, 10 s each
# Timeout: 10 min per iteration
# Threads: 1 thread, will synchronize iterations
# Benchmark mode: Throughput, ops/time
# Benchmark: trile.ConcurrencyBenchmark.coroutine
# Parameters: (bufferSize = 128, numberEvent = 100, poolSize = 8)

# Run progress: 0.00% complete, ETA 04:20:00
# Fork: 1 of 5
# Warmup Iteration   1: 305414.249 ops/s
# Warmup Iteration   2: 306872.883 ops/s
# Warmup Iteration   3: 307790.495 ops/s
# Warmup Iteration   4: 302652.755 ops/s
# Warmup Iteration   5: 303462.184 ops/s
# Warmup Iteration   6: 302816.153 ops/s
# Warmup Iteration   7: 304607.851 ops/s
# Warmup Iteration   8: 306433.575 ops/s
# Warmup Iteration   9: 308872.547 ops/s
# Warmup Iteration  10: 309244.136 ops/s
                 ·gc.alloc.rate:      1.358 MB/sec
                 ·gc.alloc.rate.norm: 241.646 B/op
                 ·gc.count:           ≈ 0 counts

Iteration   3: 6192.815 ops/s
                 ·class.load:         15632.534 classes/sec
                 ·class.load.norm:    0.024 classes/op
                 ·class.unload:       ≈ 0 classes/sec
                 ·class.unload.norm:  ≈ 0 classes/op
                 ·gc.alloc.rate:      2.479 MB/sec
                 ·gc.alloc.rate.norm: 463.880 B/op
                 ·gc.count:           ≈ 0 counts


# Run progress: 55.83% complete, ETA 02:02:32
# Fork: 3 of 5
# Warmup Iteration   1: 6239.947 ops/s
# Warmup Iteration   2: 6200.244 ops/s
# Warmup Iteration   3: 6195.951 ops/s
# Warmup Iteration   4: 6195.673 ops/s
# Warmup Iteration   5: 6178.623 ops/s
# Warmup Iteration   6: 6186.947 ops/s
# Warmup Iteration   7: 6192.296 ops/s
# Warmup Iteration   8: 6153.542 ops/s
# Warmup Iteration   9: 6182.459 ops/s
# Warmup Iteration  10: 6193.260 ops/s
Iteration   1: 6183.205 ops/s
                 ·class.load:         ≈ 0 classes/sec
                 ·class.load.norm:    ≈ 0 classes/op
                 ·class.unload:       ≈ 0 classes/sec
                 ·class.unload.norm:  ≈ 0 classes/op
                 ·gc.alloc.rate:      1.355 MB/sec
                 ·gc.alloc.rate.norm: 241.560 B/op
                 ·gc.count:           ≈ 0 counts

Iteration   2: 6167.074 ops/s
                 ·class.load:         ≈ 0 classes/sec
                 ·class.load.norm:    ≈ 0 classes/op
                 ·class.unload:       ≈ 0 classes/sec
                 ·class.unload.norm:  ≈ 0 classes/op
                 ·gc.alloc.rate:      1.354 MB/sec
                 ·gc.alloc.rate.norm: 242.094 B/op
                 ·gc.count:           ≈ 0 counts

Iteration   3: 6177.985 ops/s
                 ·class.load:         15370.109 classes/sec
                 ·class.load.norm:    0.024 classes/op
                 ·class.unload:       ≈ 0 classes/sec
                 ·class.unload.norm:  ≈ 0 classes/op
                 ·gc.alloc.rate:      2.517 MB/sec
                 ·gc.alloc.rate.norm: 464.559 B/op
                 ·gc.count:           ≈ 0 counts


# Run progress: 56.67% complete, ETA 02:00:12
# Fork: 4 of 5
# Warmup Iteration   1: 6249.562 ops/s
# Warmup Iteration   2: 6160.127 ops/s
# Warmup Iteration   3: 6184.641 ops/s
# Warmup Iteration   4: 6187.213 ops/s
# Warmup Iteration   5: 6194.139 ops/s
# Warmup Iteration   6: 6180.626 ops/s
# Warmup Iteration   7: 6201.196 ops/s
# Warmup Iteration   8: 6200.676 ops/s
# Warmup Iteration   9: 6189.042 ops/s
# Warmup Iteration  10: 6192.759 ops/s
Iteration   1: 6177.414 ops/s
                 ·class.load:         ≈ 0 classes/sec
                 ·class.load.norm:    ≈ 0 classes/op
                 ·class.unload:       ≈ 0 classes/sec
                 ·class.unload.norm:  ≈ 0 classes/op
                 ·gc.alloc.rate:      1.359 MB/sec
                 ·gc.alloc.rate.norm: 242.546 B/op
                 ·gc.count:           ≈ 0 counts

Iteration   2: 6184.391 ops/s
                 ·class.load:         ≈ 0 classes/sec
                 ·class.load.norm:    ≈ 0 classes/op
                 ·class.unload:       ≈ 0 classes/sec
                 ·class.unload.norm:  ≈ 0 classes/op
                 ·gc.alloc.rate:      1.364 MB/sec
                 ·gc.alloc.rate.norm: 243.064 B/op
                 ·gc.count:           ≈ 0 counts

Iteration   3: 6181.348 ops/s
                 ·class.load:         15604.325 classes/sec
                 ·class.load.norm:    0.024 classes/op
                 ·class.unload:       ≈ 0 classes/sec
                 ·class.unload.norm:  ≈ 0 classes/op
                 ·gc.alloc.rate:      2.482 MB/sec
                 ·gc.alloc.rate.norm: 464.597 B/op
                 ·gc.count:           ≈ 0 counts


# Run progress: 57.50% complete, ETA 01:57:53
# Fork: 5 of 5
# Warmup Iteration   1: 6241.909 ops/s
# Warmup Iteration   2: 6185.622 ops/s
# Warmup Iteration   3: 6163.299 ops/s
# Warmup Iteration   4: 6216.402 ops/s
# Warmup Iteration   5: 6208.621 ops/s
# Warmup Iteration   6: 6215.024 ops/s
# Warmup Iteration   7: 6208.582 ops/s
# Warmup Iteration   8: 6202.070 ops/s
# Warmup Iteration   9: 6179.873 ops/s
# Warmup Iteration  10: 6191.656 ops/s
Iteration   1: 6208.641 ops/s
                 ·class.load:         ≈ 0 classes/sec
                 ·class.load.norm:    ≈ 0 classes/op
                 ·class.unload:       ≈ 0 classes/sec
                 ·class.unload.norm:  ≈ 0 classes/op
                 ·gc.alloc.rate:      1.361 MB/sec
                 ·gc.alloc.rate.norm: 241.607 B/op
                 ·gc.count:           ≈ 0 counts

Iteration   2: 6198.906 ops/s
                 ·class.load:         ≈ 0 classes/sec
                 ·class.load.norm:    ≈ 0 classes/op
                 ·class.unload:       ≈ 0 classes/sec
                 ·class.unload.norm:  ≈ 0 classes/op
                 ·gc.alloc.rate:      1.359 MB/sec
                 ·gc.alloc.rate.norm: 241.684 B/op
                 ·gc.count:           ≈ 0 counts

Iteration   3: 6223.676 ops/s
                 ·class.load:         15655.718 classes/sec
                 ·class.load.norm:    0.024 classes/op
                 ·class.unload:       ≈ 0 classes/sec
                 ·class.unload.norm:  ≈ 0 classes/op
                 ·gc.alloc.rate:      2.480 MB/sec
                 ·gc.alloc.rate.norm: 462.267 B/op
                 ·gc.count:           ≈ 0 counts



Result "trile.ConcurrencyBenchmark.disruptor":
  6186.901 ±(99.9%) 16.266 ops/s [Average]
  (min, avg, max) = (6167.074, 6186.901, 6223.676), stdev = 15.215
  CI (99.9%): [6170.636, 6203.167] (assumes normal distribution)

Secondary result "trile.ConcurrencyBenchmark.disruptor:·class.load":
  5196.173 ±(99.9%) 8132.037 classes/sec [Average]
  (min, avg, max) = (≈ 0, 5196.173, 15679.903), stdev = 7606.713
  CI (99.9%): [≈ 0, 13328.210] (assumes normal distribution)

Secondary result "trile.ConcurrencyBenchmark.disruptor:·class.load.norm":
  0.008 ±(99.9%) 0.012 classes/op [Average]
  (min, avg, max) = (≈ 0, 0.008, 0.024), stdev = 0.012
  CI (99.9%): [≈ 0, 0.020] (assumes normal distribution)

Secondary result "trile.ConcurrencyBenchmark.disruptor:·class.unload":
  ≈ 0 classes/sec

Secondary result "trile.ConcurrencyBenchmark.disruptor:·class.unload.norm":
  ≈ 0 classes/op

Secondary result "trile.ConcurrencyBenchmark.disruptor:·gc.alloc.rate":
  1.733 ±(99.9%) 0.589 MB/sec [Average]
  (min, avg, max) = (1.353, 1.733, 2.517), stdev = 0.551
  CI (99.9%): [1.145, 2.322] (assumes normal distribution)

Secondary result "trile.ConcurrencyBenchmark.disruptor:·gc.alloc.rate.norm":
  315.951 ±(99.9%) 115.918 B/op [Average]
  (min, avg, max) = (241.409, 315.951, 465.153), stdev = 108.430
  CI (99.9%): [200.032, 431.869] (assumes normal distribution)

Secondary result "trile.ConcurrencyBenchmark.disruptor:·gc.count":
  ≈ 0 counts


# JMH version: 1.35
# VM version: JDK 17.0.5, OpenJDK 64-Bit Server VM, 17.0.5+0
# VM invoker: /opt/homebrew/Cellar/openjdk@17/17.0.5/libexec/openjdk.jdk/Contents/Home/bin/java
# VM options: -Xms256M -Xmx256M -Xms1G -Xmx1G -XX:+UseG1GC
# Blackhole mode: compiler (auto-detected, use -Djmh.blackhole.autoDetect=false to disable)
# Warmup: 10 iterations, 10 s each
# Measurement: 3 iterations, 10 s each
# Timeout: 10 min per iteration
# Threads: 1 thread, will synchronize iterations
# Benchmark mode: Throughput, ops/time
# Benchmark: trile.ConcurrencyBenchmark.disruptor
# Parameters: (bufferSize = 2048, numberEvent = 1000000, poolSize = 8)

# Run progress: 58.33% complete, ETA 01:55:33
# Fork: 1 of 5
# Warmup Iteration   1: 0.635 ops/s
# Warmup Iteration   2: 0.636 ops/s
# Warmup Iteration   3: 0.621 ops/s
# Warmup Iteration   4: 0.632 ops/s
# Warmup Iteration   5: 0.630 ops/s
# Warmup Iteration   6: 0.630 ops/s
# Warmup Iteration   7: 0.628 ops/s
# Warmup Iteration   8: 0.629 ops/s
# Warmup Iteration   9: 0.620 ops/s
# Warmup Iteration  10: 0.625 ops/s
Iteration   1: 0.628 ops/s
                 ·class.load:         ≈ 0 classes/sec
                 ·class.load.norm:    ≈ 0 classes/op
                 ·class.unload:       ≈ 0 classes/sec
                 ·class.unload.norm:  ≈ 0 classes/op
                 ·gc.alloc.rate:      16.019 MB/sec
                 ·gc.alloc.rate.norm: 27997917.714 B/op
                 ·gc.count:           ≈ 0 counts

Iteration   2: 0.626 ops/s
                 ·class.load:                      ≈ 0 classes/sec
                 ·class.load.norm:                 ≈ 0 classes/op
                 ·class.unload:                    ≈ 0 classes/sec
                 ·class.unload.norm:               ≈ 0 classes/op
                 ·gc.alloc.rate:                   15.997 MB/sec
                 ·gc.alloc.rate.norm:              28001675.429 B/op
                 ·gc.churn.G1_Eden_Space:          52.287 MB/sec
                 ·gc.churn.G1_Eden_Space.norm:     91525705.143 B/op
                 ·gc.churn.G1_Survivor_Space:      0.009 MB/sec
                 ·gc.churn.G1_Survivor_Space.norm: 16374.857 B/op
                 ·gc.count:                        1.000 counts
                 ·gc.time:                         2.000 ms

Iteration   3: 0.625 ops/s
                 ·class.load:         17148.809 classes/sec
                 ·class.load.norm:    211.857 classes/op
                 ·class.unload:       ≈ 0 classes/sec
                 ·class.unload.norm:  ≈ 0 classes/op
                 ·gc.alloc.rate:      1.565 MB/sec
                 ·gc.alloc.rate.norm: 2830886.857 B/op
                 ·gc.count:           ≈ 0 counts


# Run progress: 59.17% complete, ETA 01:53:24
# Fork: 2 of 5
# Warmup Iteration   1: 0.636 ops/s
# Warmup Iteration   2: 0.628 ops/s
# Warmup Iteration   3: 0.627 ops/s
# Warmup Iteration   4: 0.628 ops/s
# Warmup Iteration   5: 0.631 ops/s
# Warmup Iteration   6: 0.630 ops/s
# Warmup Iteration   7: 0.630 ops/s
# Warmup Iteration   8: 0.626 ops/s
# Warmup Iteration   9: 0.616 ops/s
# Warmup Iteration  10: 0.627 ops/s
Iteration   1: 0.626 ops/s
                 ·class.load:         ≈ 0 classes/sec
                 ·class.load.norm:    ≈ 0 classes/op
                 ·class.unload:       ≈ 0 classes/sec
                 ·class.unload.norm:  ≈ 0 classes/op
                 ·gc.alloc.rate:      15.982 MB/sec
                 ·gc.alloc.rate.norm: 27997885.714 B/op
                 ·gc.count:           ≈ 0 counts

Iteration   2: 0.626 ops/s
                 ·class.load:                  ≈ 0 classes/sec
                 ·class.load.norm:             ≈ 0 classes/op
                 ·class.unload:                ≈ 0 classes/sec
                 ·class.unload.norm:           ≈ 0 classes/op
                 ·gc.alloc.rate:               15.974 MB/sec
                 ·gc.alloc.rate.norm:          28001722.286 B/op
                 ·gc.churn.G1_Eden_Space:      52.128 MB/sec
                 ·gc.churn.G1_Eden_Space.norm: 91375908.571 B/op
                 ·gc.count:                    1.000 counts
                 ·gc.time:                     2.000 ms

Iteration   3: 0.625 ops/s
                 ·class.load:         17122.119 classes/sec
                 ·class.load.norm:    211.857 classes/op
                 ·class.unload:       ≈ 0 classes/sec
                 ·class.unload.norm:  ≈ 0 classes/op
                 ·gc.alloc.rate:      1.568 MB/sec
                 ·gc.alloc.rate.norm: 2831948.571 B/op
                 ·gc.count:           ≈ 0 counts


# Run progress: 60.00% complete, ETA 01:51:14
# Fork: 3 of 5
# Warmup Iteration   1: 0.636 ops/s
# Warmup Iteration   2: 0.621 ops/s
# Warmup Iteration   3: 0.635 ops/s
# Warmup Iteration   4: 0.633 ops/s
# Warmup Iteration   5: 0.631 ops/s
# Warmup Iteration   6: 0.620 ops/s
# Warmup Iteration   7: 0.628 ops/s
# Warmup Iteration   8: 0.614 ops/s
# Warmup Iteration   9: 0.626 ops/s
# Warmup Iteration  10: 0.627 ops/s
Iteration   1: 0.623 ops/s
                 ·class.load:         ≈ 0 classes/sec
                 ·class.load.norm:    ≈ 0 classes/op
                 ·class.unload:       ≈ 0 classes/sec
                 ·class.unload.norm:  ≈ 0 classes/op
                 ·gc.alloc.rate:      15.905 MB/sec
                 ·gc.alloc.rate.norm: 27997963.429 B/op
                 ·gc.count:           ≈ 0 counts

Iteration   2: 0.623 ops/s
                 ·class.load:                  ≈ 0 classes/sec
                 ·class.load.norm:             ≈ 0 classes/op
                 ·class.unload:                ≈ 0 classes/sec
                 ·class.unload.norm:           ≈ 0 classes/op
                 ·gc.alloc.rate:               15.908 MB/sec
                 ·gc.alloc.rate.norm:          28001672.000 B/op
                 ·gc.churn.G1_Eden_Space:      51.911 MB/sec
                 ·gc.churn.G1_Eden_Space.norm: 91375908.571 B/op
                 ·gc.count:                    1.000 counts
                 ·gc.time:                     2.000 ms

Iteration   3: 0.624 ops/s
                 ·class.load:         17148.746 classes/sec
                 ·class.load.norm:    211.857 classes/op
                 ·class.unload:       ≈ 0 classes/sec
                 ·class.unload.norm:  ≈ 0 classes/op
                 ·gc.alloc.rate:      1.565 MB/sec
                 ·gc.alloc.rate.norm: 2831042.286 B/op
                 ·gc.count:           ≈ 0 counts


# Run progress: 60.83% complete, ETA 01:49:04
# Fork: 4 of 5
# Warmup Iteration   1: 0.628 ops/s
# Warmup Iteration   2: 0.630 ops/s
# Warmup Iteration   3: 0.634 ops/s
# Warmup Iteration   4: 0.633 ops/s
# Warmup Iteration   5: 0.632 ops/s
# Warmup Iteration   6: 0.631 ops/s
# Warmup Iteration   7: 0.626 ops/s
# Warmup Iteration   8: 0.622 ops/s
# Warmup Iteration   9: 0.627 ops/s
# Warmup Iteration  10: 0.629 ops/s
Iteration   1: 0.626 ops/s
                 ·class.load:         ≈ 0 classes/sec
                 ·class.load.norm:    ≈ 0 classes/op
                 ·class.unload:       ≈ 0 classes/sec
                 ·class.unload.norm:  ≈ 0 classes/op
                 ·gc.alloc.rate:      15.995 MB/sec
                 ·gc.alloc.rate.norm: 27997904.000 B/op
                 ·gc.count:           ≈ 0 counts

Iteration   2: 0.627 ops/s
                 ·class.load:                  ≈ 0 classes/sec
                 ·class.load.norm:             ≈ 0 classes/op
                 ·class.unload:                ≈ 0 classes/sec
                 ·class.unload.norm:           ≈ 0 classes/op
                 ·gc.alloc.rate:               15.997 MB/sec
                 ·gc.alloc.rate.norm:          28001694.857 B/op
                 ·gc.churn.G1_Eden_Space:      52.203 MB/sec
                 ·gc.churn.G1_Eden_Space.norm: 91375908.571 B/op
                 ·gc.count:                    1.000 counts
                 ·gc.time:                     2.000 ms

Iteration   3: 0.621 ops/s
                 ·class.load:         17343.724 classes/sec
                 ·class.load.norm:    211.857 classes/op
                 ·class.unload:       ≈ 0 classes/sec
                 ·class.unload.norm:  ≈ 0 classes/op
                 ·gc.alloc.rate:      1.548 MB/sec
                 ·gc.alloc.rate.norm: 2830851.429 B/op
                 ·gc.count:           ≈ 0 counts


# Run progress: 61.67% complete, ETA 01:46:53
# Fork: 5 of 5
# Warmup Iteration   1: 0.621 ops/s
# Warmup Iteration   2: 0.631 ops/s
# Warmup Iteration   3: 0.634 ops/s
# Warmup Iteration   4: 0.633 ops/s
# Warmup Iteration   5: 0.631 ops/s
# Warmup Iteration   6: 0.630 ops/s
# Warmup Iteration   7: 0.616 ops/s
# Warmup Iteration   8: 0.630 ops/s
# Warmup Iteration   9: 0.629 ops/s
# Warmup Iteration  10: 0.629 ops/s
Iteration   1: 0.624 ops/s
                 ·class.load:         ≈ 0 classes/sec
                 ·class.load.norm:    ≈ 0 classes/op
                 ·class.unload:       ≈ 0 classes/sec
                 ·class.unload.norm:  ≈ 0 classes/op
                 ·gc.alloc.rate:      15.945 MB/sec
                 ·gc.alloc.rate.norm: 27998045.714 B/op
                 ·gc.count:           ≈ 0 counts

Iteration   2: 0.627 ops/s
                 ·class.load:                  ≈ 0 classes/sec
                 ·class.load.norm:             ≈ 0 classes/op
                 ·class.unload:                ≈ 0 classes/sec
                 ·class.unload.norm:           ≈ 0 classes/op
                 ·gc.alloc.rate:               16.010 MB/sec
                 ·gc.alloc.rate.norm:          28001699.429 B/op
                 ·gc.churn.G1_Eden_Space:      52.328 MB/sec
                 ·gc.churn.G1_Eden_Space.norm: 91525705.143 B/op
